Year,Sequence,Cohort,Block,Transect,Donor,Recipient,Gen,Replicated,Plant_ID,F_plant,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,Sow_Date,Plant_Date,FFD,LFD,fl_duration,days_germ2flower,days_sow2flower,days_plant2flower,corolla_diam_mm,corolla_diam_mm_SEG,corolla_area_mm2,corolla_area_mm2_SEG,leaf_area_mm2,leaf_dryweight_mg,SLA,LMA,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,LMA_SEG,skel_dryweight_mg,skel_dryweight_mg_SEG,d13C,d13C_SEG,sample_weight_mg,closed_fruits,open_fruits,total_fruits,nonfitness_fruits,filled_seeds,msm_all,sd_msm_all,mean_seeds_per_fruit,est_fecundity,est_fecundity_int,surv_to_germ,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
2022,2,4,1,1,BO_192,BO_166,G1,R,7,FALSE,FALSE,FALSE,6,6,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.87,2.46,19.865853658536583,0.05033763044812769,NA,NA,NA,-27.76,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,2,4,1,1,BO_192,BO_166,G1,R,8,FALSE,FALSE,FALSE,6,6,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.87,2.46,19.865853658536583,0.05033763044812769,NA,NA,NA,-27.76,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,1,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,2,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,3,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,4,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,5,FALSE,FALSE,FALSE,7,7,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,6,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,3,5,1,1,BO_005,BO_019,G1,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-11,2021-11-17,2022-04-08,2022-04-08,0,NA,148,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0
2022,3,5,1,1,BO_005,BO_019,G1,n,8,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,1,FALSE,FALSE,FALSE,7,7,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,2,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,3,FALSE,FALSE,FALSE,7,7,2021-12-28,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,4,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,5,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,6,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,4,5,1,1,BO_070,BO_066,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-04-13,2022-05-12,29,128,153,147,24.515,24.515,412.063,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,4,5,1,1,BO_070,BO_066,G1,n,8,FALSE,FALSE,FALSE,7,7,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,24.515,NA,412.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,1,FALSE,FALSE,FALSE,5,"5,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,2,FALSE,FALSE,FALSE,5,"5,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,3,FALSE,FALSE,FALSE,5,"5,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,4,FALSE,FALSE,FALSE,5,"5,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,5,TRUE,TRUE,TRUE,5,"5,8",2021-12-06,2021-11-11,2021-11-17,2022-04-21,2022-05-12,21,136,161,155,17.585,17.585,145.417,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,0,0,NA,0,NA,NA,NA,0,0,1,1,0,0,0
2022,5,2,1,1,BO_038,BO_137,G1,R,6,FALSE,FALSE,FALSE,5,"5,8",2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,7,FALSE,FALSE,FALSE,5,"5,8",2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,17.585,NA,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,5,2,1,1,BO_038,BO_137,G1,R,8,FALSE,TRUE,TRUE,5,"5,8",2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,25.535,17.585,397.801,145.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,-28.09,4.78,2,3,5,0,5,NA,NA,2.5,12.5,12,1,1,1,1,1
2022,6,4,1,1,BO_170,BO_045,G1,n,1,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,2,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,3,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,4,FALSE,FALSE,FALSE,5,5,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-15,2021-11-11,2021-11-17,2022-04-21,2022-05-20,29,127,161,155,19.797,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,6,4,1,1,BO_170,BO_045,G1,n,6,FALSE,FALSE,FALSE,5,5,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,7,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,6,4,1,1,BO_170,BO_045,G1,n,8,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,19.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,1,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,2,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,3,TRUE,TRUE,TRUE,3,"3,8",2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-12,34,123,148,142,23.105,23.105,355.54,355.54,NA,NA,NA,NA,NA,NA,NA,NA,96.62,96.62,-31.52,-31.52,1.48,6,0,6,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,7,6,1,1,BO_001,BO_048,G1,R,4,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,5,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,6,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,7,FALSE,FALSE,FALSE,3,"3,8",NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.105,NA,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,7,6,1,1,BO_001,BO_048,G1,R,8,FALSE,TRUE,TRUE,3,"3,8",2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,25.771,23.105,365.683,355.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62,NA,-31.52,NA,9,0,9,0,24,NA,NA,2.6666666666666665,24,24,1,1,1,1,1
2022,8,6,1,1,BO_069,BO_043,G1,n,1,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,23.437,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,2,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,3,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,4,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,5,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,6,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,7,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,8,6,1,1,BO_069,BO_043,G1,n,8,NA,FALSE,FALSE,NA,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,1,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-04-21,2022-05-20,29,136,161,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,12,0,8,3.71,NA,1.6,19.200000000000003,19,1,1,1,1,1
2022,9,4,1,1,BO_033,BO_099,G1,n,3,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,4,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,5,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,6,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,7,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,9,4,1,1,BO_033,BO_099,G1,n,8,FALSE,FALSE,FALSE,2,2,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
2022,10,5,1,1,BO_065,BO_115,G1,n,1,FALSE,FALSE,FALSE,5,5,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,26.278,NA,381.84,NA,NA,NA,NA,49.162,2.95,16.665084745762712,0.06000569545583988,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA
