Sequence,Transect,Segment,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
62,2,17,R,G2,HR_168,2,,,,,,,,,,,
62,2,17,R,G2,HR_168,3,,,,,,,,,,,
62,2,17,R,G2,HR_168,4,,,,,,,,,,,
62,2,17,R,G2,HR_168,5,,,,,,,,,,,
63,2,18,L,G1,HR_103,1,,,,,,,,,,,
63,2,18,L,G1,HR_103,2,,,,,,,,,,,
63,2,18,L,G1,HR_103,3,,,,,,,,,,,
63,2,18,L,G1,HR_103,4,,,,,,,,,,,
63,2,18,L,G1,HR_103,5,,,,,,,,,,,
63,2,18,R,G2,HR_068,1,,,,,,,,,,,
63,2,18,R,G2,HR_068,2,,,,,,,,,,,
63,2,18,R,G2,HR_068,3,,,,,,,,,,,
63,2,18,R,G2,HR_068,4,,,,,,,,,,,
63,2,18,R,G2,HR_068,5,,,,,,,,,,,
64,2,19,L,G1,HR_021,1,,,,,,,,,,,
64,2,19,L,G1,HR_021,2,,,,,,,,,,,
64,2,19,L,G1,HR_021,3,,,,,,,,,,,
64,2,19,L,G1,HR_021,4,,,,,,,,,,,
64,2,19,L,G1,HR_021,5,,,,,,,,,,,
64,2,19,R,G1,HR_195,1,,,,,,,,,,,
64,2,19,R,G1,HR_195,2,,,,,,,,,,,
64,2,19,R,G1,HR_195,3,,,,,,,,,,,
64,2,19,R,G1,HR_195,4,,,,,,,,,,,
64,2,19,R,G1,HR_195,5,,,,,,,,,,,
65,2,20,L,G1,HR_175,1,,,,,,,,,,,
65,2,20,L,G1,HR_175,2,,,,,,,,,,,
65,2,20,L,G1,HR_175,3,,,,,,,,,,,
65,2,20,L,G1,HR_175,4,,,,,,,,,,,
65,2,20,L,G1,HR_175,5,,,,,,,,,,,
65,2,20,R,G2,HR_067,1,,,,,,,,,,,
65,2,20,R,G2,HR_067,2,,,,,,,,,,,
65,2,20,R,G2,HR_067,3,,,,,,,,,,,
65,2,20,R,G2,HR_067,4,,,,,,,,,,,
65,2,20,R,G2,HR_067,5,,,,,,,,,,,
66,2,21,L,G2,HR_145,1,,,,,,,,,,,
66,2,21,L,G2,HR_145,2,,,,,,,,,,,
66,2,21,L,G2,HR_145,3,,,,,,,,,,,
66,2,21,L,G2,HR_145,4,,,,,,,,,,,
66,2,21,L,G2,HR_145,5,,,,,,,,,,,
66,2,21,R,G2,HR_040,1,,,,,,,,,,,
66,2,21,R,G2,HR_040,2,,,,,,,,,,,
66,2,21,R,G2,HR_040,3,,,,,,,,,,,
66,2,21,R,G2,HR_040,4,,,,,,,,,,,
66,2,21,R,G2,HR_040,5,,,,,,,,,,,
67,2,22,L,G2,HR_068,1,,,,,,,,,,,
67,2,22,L,G2,HR_068,2,,,,,,,,,,,
67,2,22,L,G2,HR_068,3,,,,,,,,,,,
67,2,22,L,G2,HR_068,4,,,,,,,,,,,
67,2,22,L,G2,HR_068,5,,,,,,,,,,,
67,2,22,R,G1,HR_153,1,,,,,,,,,,,
67,2,22,R,G1,HR_153,2,,,,,,,,,,,
67,2,22,R,G1,HR_153,3,,,,,,,,,,,
67,2,22,R,G1,HR_153,4,,,,,,,,,,,
67,2,22,R,G1,HR_153,5,,,,,,,,,,,
68,2,23,L,G1,HR_044,1,,,,,,,,,,,
68,2,23,L,G1,HR_044,2,,,,,,,,,,,
68,2,23,L,G1,HR_044,3,,,,,,,,,,,
68,2,23,L,G1,HR_044,4,,,,,,,,,,,
68,2,23,L,G1,HR_044,5,,,,,,,,,,,
68,2,23,R,G2,HR_149,1,,,,,,,,,,,
68,2,23,R,G2,HR_149,2,,,,,,,,,,,
68,2,23,R,G2,HR_149,3,,,,,,,,,,,
68,2,23,R,G2,HR_149,4,,,,,,,,,,,
68,2,23,R,G2,HR_149,5,,,,,,,,,,,
69,2,24,L,G1,HR_010,1,,,,,,,,,,,
69,2,24,L,G1,HR_010,2,,,,,,,,,,,
69,2,24,L,G1,HR_010,3,,,,,,,,,,,
69,2,24,L,G1,HR_010,4,,,,,,,,,,,
69,2,24,L,G1,HR_010,5,,,,,,,,,,,
69,2,24,R,G2,HR_015,1,,,,,,,,,,,
69,2,24,R,G2,HR_015,2,,,,,,,,,,,
69,2,24,R,G2,HR_015,3,,,,,,,,,,,
69,2,24,R,G2,HR_015,4,,,,,,,,,,,
69,2,24,R,G2,HR_015,5,,,,,,,,,,,
70,2,25,L,G2,HR_065,1,,,,,,,,,,,
70,2,25,L,G2,HR_065,2,,,,,,,,,,,
70,2,25,L,G2,HR_065,3,,,,,,,,,,,
70,2,25,L,G2,HR_065,4,,,,,,,,,,,
70,2,25,L,G2,HR_065,5,,,,,,,,,,,
70,2,25,R,G1,HR_174,1,,,,,,,,,,,
70,2,25,R,G1,HR_174,2,,,,,,,,,,,
70,2,25,R,G1,HR_174,3,,,,,,,,,,,
70,2,25,R,G1,HR_174,4,,,,,,,,,,,
70,2,25,R,G1,HR_174,5,,,,,,,,,,,
71,2,26,L,G1,HR_065,1,,,,,,,,,,,
71,2,26,L,G1,HR_065,2,,,,,,,,,,,
71,2,26,L,G1,HR_065,3,,,,,,,,,,,
71,2,26,L,G1,HR_065,4,,,,,,,,,,,
71,2,26,L,G1,HR_065,5,,,,,,,,,,,
71,2,26,R,G1,HR_175,1,,,,,,,,,,,
71,2,26,R,G1,HR_175,2,,,,,,,,,,,
71,2,26,R,G1,HR_175,3,,,,,,,,,,,
71,2,26,R,G1,HR_175,4,,,,,,,,,,,
71,2,26,R,G1,HR_175,5,,,,,,,,,,,
72,2,27,L,G2,HR_036,1,,,,,,,,,,,
72,2,27,L,G2,HR_036,2,,,,,,,,,,,
72,2,27,L,G2,HR_036,3,,,,,,,,,,,
72,2,27,L,G2,HR_036,4,,,,,,,,,,,
72,2,27,L,G2,HR_036,5,,,,,,,,,,,
72,2,27,R,G1,HR_037,1,,,,,,,,,,,
72,2,27,R,G1,HR_037,2,,,,,,,,,,,
72,2,27,R,G1,HR_037,3,,,,,,,,,,,
72,2,27,R,G1,HR_037,4,,,,,,,,,,,
72,2,27,R,G1,HR_037,5,,,,,,,,,,,
73,2,28,L,G1,HR_169,1,,,,,,,,,,,
73,2,28,L,G1,HR_169,2,,,,,,,,,,,
73,2,28,L,G1,HR_169,3,,,,,,,,,,,
73,2,28,L,G1,HR_169,4,,,,,,,,,,,
73,2,28,L,G1,HR_169,5,,,,,,,,,,,
73,2,28,R,G2,HR_182,1,,,,,,,,,,,
73,2,28,R,G2,HR_182,2,,,,,,,,,,,
73,2,28,R,G2,HR_182,3,,,,,,,,,,,
73,2,28,R,G2,HR_182,4,,,,,,,,,,,
73,2,28,R,G2,HR_182,5,,,,,,,,,,,
74,2,29,L,G2,HR_054,1,,,,,,,,,,,
74,2,29,L,G2,HR_054,2,,,,,,,,,,,
74,2,29,L,G2,HR_054,3,,,,,,,,,,,
74,2,29,L,G2,HR_054,4,,,,,,,,,,,
74,2,29,L,G2,HR_054,5,,,,,,,,,,,
74,2,29,R,G1,HR_195,1,,,,,,,,,,,
74,2,29,R,G1,HR_195,2,,,,,,,,,,,
74,2,29,R,G1,HR_195,3,,,,,,,,,,,
74,2,29,R,G1,HR_195,4,,,,,,,,,,,
74,2,29,R,G1,HR_195,5,,,,,,,,,,,
75,2,30,L,G1,HR_017,1,,,,,,,,,,,
75,2,30,L,G1,HR_017,2,,,,,,,,,,,
75,2,30,L,G1,HR_017,3,,,,,,,,,,,
75,2,30,L,G1,HR_017,4,,,,,,,,,,,
75,2,30,L,G1,HR_017,5,,,,,,,,,,,
75,2,30,R,G2,HR_073,1,,,,,,,,,,,
75,2,30,R,G2,HR_073,2,,,,,,,,,,,
75,2,30,R,G2,HR_073,3,,,,,,,,,,,
75,2,30,R,G2,HR_073,4,,,,,,,,,,,
75,2,30,R,G2,HR_073,5,,,,,,,,,,,
76,2,31,L,G1,HR_107,1,,,,,,,,,,,
76,2,31,L,G1,HR_107,2,,,,,,,,,,,
76,2,31,L,G1,HR_107,3,,,,,,,,,,,
76,2,31,L,G1,HR_107,4,,,,,,,,,,,
76,2,31,L,G1,HR_107,5,,,,,,,,,,,
76,2,31,R,G1,HR_145,1,,,,,,,,,,,
76,2,31,R,G1,HR_145,2,,,,,,,,,,,
76,2,31,R,G1,HR_145,3,,,,,,,,,,,
76,2,31,R,G1,HR_145,4,,,,,,,,,,,
76,2,31,R,G1,HR_145,5,,,,,,,,,,,
77,2,32,L,G2,HR_182,1,,,,,,,,,,,
77,2,32,L,G2,HR_182,2,,,,,,,,,,,
77,2,32,L,G2,HR_182,3,,,,,,,,,,,
77,2,32,L,G2,HR_182,4,,,,,,,,,,,
77,2,32,L,G2,HR_182,5,,,,,,,,,,,
77,2,32,R,G1,HR_146,1,,,,,,,,,,,
77,2,32,R,G1,HR_146,2,,,,,,,,,,,
77,2,32,R,G1,HR_146,3,,,,,,,,,,,
77,2,32,R,G1,HR_146,4,,,,,,,,,,,
77,2,32,R,G1,HR_146,5,,,,,,,,,,,
78,2,33,L,G2,HR_033,1,,,,,,,,,,,
78,2,33,L,G2,HR_033,2,,,,,,,,,,,
78,2,33,L,G2,HR_033,3,,,,,,,,,,,
78,2,33,L,G2,HR_033,4,,,,,,,,,,,
78,2,33,L,G2,HR_033,5,,,,,,,,,,,
78,2,33,R,G1,HR_073,1,,,,,,,,,,,
78,2,33,R,G1,HR_073,2,,,,,,,,,,,
78,2,33,R,G1,HR_073,3,,,,,,,,,,,
78,2,33,R,G1,HR_073,4,,,,,,,,,,,
78,2,33,R,G1,HR_073,5,,,,,,,,,,,
79,2,34,L,G1,HR_071,1,,,,,,,,,,,
79,2,34,L,G1,HR_071,2,,,,,,,,,,,
79,2,34,L,G1,HR_071,3,,,,,,,,,,,
79,2,34,L,G1,HR_071,4,,,,,,,,,,,
79,2,34,L,G1,HR_071,5,,,,,,,,,,,
79,2,34,R,G1,HR_043,1,,,,,,,,,,,
79,2,34,R,G1,HR_043,2,,,,,,,,,,,
79,2,34,R,G1,HR_043,3,,,,,,,,,,,
79,2,34,R,G1,HR_043,4,,,,,,,,,,,
79,2,34,R,G1,HR_043,5,,,,,,,,,,,
80,2,35,L,G2,HR_165,1,,,,,,,,,,,
80,2,35,L,G2,HR_165,2,,,,,,,,,,,
80,2,35,L,G2,HR_165,3,,,,,,,,,,,
80,2,35,L,G2,HR_165,4,,,,,,,,,,,
80,2,35,L,G2,HR_165,5,,,,,,,,,,,
80,2,35,R,G2,HR_062,1,,,,,,,,,,,
80,2,35,R,G2,HR_062,2,,,,,,,,,,,
80,2,35,R,G2,HR_062,3,,,,,,,,,,,
80,2,35,R,G2,HR_062,4,,,,,,,,,,,
80,2,35,R,G2,HR_062,5,,,,,,,,,,,
81,2,36,L,G2,HR_176,1,,,,,,,,,,,
81,2,36,L,G2,HR_176,2,,,,,,,,,,,
81,2,36,L,G2,HR_176,3,,,,,,,,,,,
81,2,36,L,G2,HR_176,4,,,,,,,,,,,
81,2,36,L,G2,HR_176,5,,,,,,,,,,,
81,2,36,R,G1,HR_092,1,,,,,,,,,,,
81,2,36,R,G1,HR_092,2,,,,,,,,,,,
81,2,36,R,G1,HR_092,3,,,,,,,,,,,
81,2,36,R,G1,HR_092,4,,,,,,,,,,,
81,2,36,R,G1,HR_092,5,,,,,,,,,,,
82,2,37,L,G1,HR_193,1,,,,,,,,,,,
82,2,37,L,G1,HR_193,2,,,,,,,,,,,
82,2,37,L,G1,HR_193,3,,,,,,,,,,,
82,2,37,L,G1,HR_193,4,,,,,,,,,,,
82,2,37,L,G1,HR_193,5,,,,,,,,,,,
82,2,37,R,G2,HR_195,1,,,,,,,,,,,
82,2,37,R,G2,HR_195,2,,,,,,,,,,,
82,2,37,R,G2,HR_195,3,,,,,,,,,,,
82,2,37,R,G2,HR_195,4,,,,,,,,,,,
82,2,37,R,G2,HR_195,5,,,,,,,,,,,
83,2,38,L,G1,HR_166,1,,,,,,,,,,,
83,2,38,L,G1,HR_166,2,,,,,,,,,,,
83,2,38,L,G1,HR_166,3,,,,,,,,,,,
83,2,38,L,G1,HR_166,4,,,,,,,,,,,
83,2,38,L,G1,HR_166,5,,,,,,,,,,,
83,2,38,R,G2,HR_173,1,,,,,,,,,,,
83,2,38,R,G2,HR_173,2,,,,,,,,,,,
83,2,38,R,G2,HR_173,3,,,,,,,,,,,
83,2,38,R,G2,HR_173,4,,,,,,,,,,,
83,2,38,R,G2,HR_173,5,,,,,,,,,,,
84,2,39,L,G1,HR_152,1,,,,,,,,,,,
84,2,39,L,G1,HR_152,2,,,,,,,,,,,
84,2,39,L,G1,HR_152,3,,,,,,,,,,,
84,2,39,L,G1,HR_152,4,,,,,,,,,,,
84,2,39,L,G1,HR_152,5,,,,,,,,,,,
84,2,39,R,G2,HR_142,1,,,,,,,,,,,
84,2,39,R,G2,HR_142,2,,,,,,,,,,,
84,2,39,R,G2,HR_142,3,,,,,,,,,,,
84,2,39,R,G2,HR_142,4,,,,,,,,,,,
84,2,39,R,G2,HR_142,5,,,,,,,,,,,
85,2,40,L,G1,HR_115,1,,,,,,,,,,,
85,2,40,L,G1,HR_115,2,,,,,,,,,,,
85,2,40,L,G1,HR_115,3,,,,,,,,,,,
85,2,40,L,G1,HR_115,4,,,,,,,,,,,
85,2,40,L,G1,HR_115,5,,,,,,,,,,,
85,2,40,R,G2,HR_058,1,,,,,,,,,,,
85,2,40,R,G2,HR_058,2,,,,,,,,,,,
85,2,40,R,G2,HR_058,3,,,,,,,,,,,
85,2,40,R,G2,HR_058,4,,,,,,,,,,,
85,2,40,R,G2,HR_058,5,,,,,,,,,,,
86,2,41,L,G2,HR_023,1,,,,,,,,,,,
86,2,41,L,G2,HR_023,2,,,,,,,,,,,
86,2,41,L,G2,HR_023,3,,,,,,,,,,,
86,2,41,L,G2,HR_023,4,,,,,,,,,,,
86,2,41,L,G2,HR_023,5,,,,,,,,,,,
86,2,41,R,G2,HR_192,1,,,,,,,,,,,
86,2,41,R,G2,HR_192,2,,,,,,,,,,,
86,2,41,R,G2,HR_192,3,,,,,,,,,,,
86,2,41,R,G2,HR_192,4,,,,,,,,,,,
86,2,41,R,G2,HR_192,5,,,,,,,,,,,
87,2,42,L,G2,HR_067,1,,,,,,,,,,,
87,2,42,L,G2,HR_067,2,,,,,,,,,,,
87,2,42,L,G2,HR_067,3,,,,,,,,,,,
87,2,42,L,G2,HR_067,4,,,,,,,,,,,
87,2,42,L,G2,HR_067,5,,,,,,,,,,,
87,2,42,R,G1,HR_133,1,,,,,,,,,,,
87,2,42,R,G1,HR_133,2,,,,,,,,,,,
87,2,42,R,G1,HR_133,3,,,,,,,,,,,
87,2,42,R,G1,HR_133,4,,,,,,,,,,,
87,2,42,R,G1,HR_133,5,,,,,,,,,,,
88,2,43,L,G1,HR_067,1,,,,,,,,,,,
88,2,43,L,G1,HR_067,2,,,,,,,,,,,
88,2,43,L,G1,HR_067,3,,,,,,,,,,,
88,2,43,L,G1,HR_067,4,,,,,,,,,,,
88,2,43,L,G1,HR_067,5,,,,,,,,,,,
88,2,43,R,G1,HR_038,1,,,,,,,,,,,
88,2,43,R,G1,HR_038,2,,,,,,,,,,,
88,2,43,R,G1,HR_038,3,,,,,,,,,,,
88,2,43,R,G1,HR_038,4,,,,,,,,,,,
88,2,43,R,G1,HR_038,5,,,,,,,,,,,
89,2,44,L,G1,HR_101,1,,,,,,,,,,,
89,2,44,L,G1,HR_101,2,,,,,,,,,,,
89,2,44,L,G1,HR_101,3,,,,,,,,,,,
89,2,44,L,G1,HR_101,4,,,,,,,,,,,
89,2,44,L,G1,HR_101,5,,,,,,,,,,,
89,2,44,R,G1,HR_079,1,,,,,,,,,,,
89,2,44,R,G1,HR_079,2,,,,,,,,,,,
89,2,44,R,G1,HR_079,3,,,,,,,,,,,
89,2,44,R,G1,HR_079,4,,,,,,,,,,,
89,2,44,R,G1,HR_079,5,,,,,,,,,,,
90,2,45,L,G2,HR_175,1,,,,,,,,,,,
90,2,45,L,G2,HR_175,2,,,,,,,,,,,
90,2,45,L,G2,HR_175,3,,,,,,,,,,,
90,2,45,L,G2,HR_175,4,,,,,,,,,,,
90,2,45,L,G2,HR_175,5,,,,,,,,,,,
90,2,45,R,G1,HR_121,1,,,,,,,,,,,
90,2,45,R,G1,HR_121,2,,,,,,,,,,,
90,2,45,R,G1,HR_121,3,,,,,,,,,,,
90,2,45,R,G1,HR_121,4,,,,,,,,,,,
90,2,45,R,G1,HR_121,5,,,,,,,,,,,
91,3,1,L,G1,HR_088,1,,,,,,,,,,,
91,3,1,L,G1,HR_088,2,,,,,,,,,,,
91,3,1,L,G1,HR_088,3,,,,,,,,,,,
91,3,1,L,G1,HR_088,4,,,,,,,,,,,
91,3,1,L,G1,HR_088,5,,,,,,,,,,,
91,3,1,R,G2,HR_012,1,,,,,,,,,,,
91,3,1,R,G2,HR_012,2,,,,,,,,,,,
91,3,1,R,G2,HR_012,3,,,,,,,,,,,
91,3,1,R,G2,HR_012,4,,,,,,,,,,,
91,3,1,R,G2,HR_012,5,,,,,,,,,,,
92,3,2,L,G1,HR_193,1,,,,,,,,,,,
92,3,2,L,G1,HR_193,2,,,,,,,,,,,
92,3,2,L,G1,HR_193,3,,,,,,,,,,,
92,3,2,L,G1,HR_193,4,,,,,,,,,,,
92,3,2,L,G1,HR_193,5,,,,,,,,,,,
92,3,2,R,G1,HR_011,1,,,,,,,,,,,
92,3,2,R,G1,HR_011,2,,,,,,,,,,,
92,3,2,R,G1,HR_011,3,,,,,,,,,,,
92,3,2,R,G1,HR_011,4,,,,,,,,,,,
92,3,2,R,G1,HR_011,5,,,,,,,,,,,
93,3,3,L,G1,HR_112,1,,,,,,,,,,,
93,3,3,L,G1,HR_112,2,,,,,,,,,,,
93,3,3,L,G1,HR_112,3,,,,,,,,,,,
93,3,3,L,G1,HR_112,4,,,,,,,,,,,
93,3,3,L,G1,HR_112,5,,,,,,,,,,,
93,3,3,R,G1,HR_056,1,,,,,,,,,,,
93,3,3,R,G1,HR_056,2,,,,,,,,,,,
93,3,3,R,G1,HR_056,3,,,,,,,,,,,
93,3,3,R,G1,HR_056,4,,,,,,,,,,,
93,3,3,R,G1,HR_056,5,,,,,,,,,,,
94,3,4,L,G2,HR_018,1,,,,,,,,,,,
94,3,4,L,G2,HR_018,2,,,,,,,,,,,
94,3,4,L,G2,HR_018,3,,,,,,,,,,,
94,3,4,L,G2,HR_018,4,,,,,,,,,,,
94,3,4,L,G2,HR_018,5,,,,,,,,,,,
94,3,4,R,G2,HR_020,1,,,,,,,,,,,
94,3,4,R,G2,HR_020,2,,,,,,,,,,,
94,3,4,R,G2,HR_020,3,,,,,,,,,,,
94,3,4,R,G2,HR_020,4,,,,,,,,,,,
94,3,4,R,G2,HR_020,5,,,,,,,,,,,
95,3,5,L,G2,HR_149,1,,,,,,,,,,,
95,3,5,L,G2,HR_149,2,,,,,,,,,,,
95,3,5,L,G2,HR_149,3,,,,,,,,,,,
95,3,5,L,G2,HR_149,4,,,,,,,,,,,
95,3,5,L,G2,HR_149,5,,,,,,,,,,,
95,3,5,R,G1,HR_150,1,,,,,,,,,,,
95,3,5,R,G1,HR_150,2,,,,,,,,,,,
95,3,5,R,G1,HR_150,3,,,,,,,,,,,
95,3,5,R,G1,HR_150,4,,,,,,,,,,,
95,3,5,R,G1,HR_150,5,,,,,,,,,,,
96,3,6,L,G2,HR_134,1,,,,,,,,,,,
96,3,6,L,G2,HR_134,2,,,,,,,,,,,
96,3,6,L,G2,HR_134,3,,,,,,,,,,,
96,3,6,L,G2,HR_134,4,,,,,,,,,,,
96,3,6,L,G2,HR_134,5,,,,,,,,,,,
96,3,6,R,G2,HR_165,1,,,,,,,,,,,
96,3,6,R,G2,HR_165,2,,,,,,,,,,,
96,3,6,R,G2,HR_165,3,,,,,,,,,,,
96,3,6,R,G2,HR_165,4,,,,,,,,,,,
96,3,6,R,G2,HR_165,5,,,,,,,,,,,
97,3,7,L,G2,HR_026,1,,,,,,,,,,,
97,3,7,L,G2,HR_026,2,,,,,,,,,,,
97,3,7,L,G2,HR_026,3,,,,,,,,,,,
97,3,7,L,G2,HR_026,4,,,,,,,,,,,
97,3,7,L,G2,HR_026,5,,,,,,,,,,,
97,3,7,R,G2,HR_127,1,,,,,,,,,,,
97,3,7,R,G2,HR_127,2,,,,,,,,,,,
97,3,7,R,G2,HR_127,3,,,,,,,,,,,
97,3,7,R,G2,HR_127,4,,,,,,,,,,,
97,3,7,R,G2,HR_127,5,,,,,,,,,,,
98,3,8,L,G1,HR_067,1,,,,,,,,,,,
98,3,8,L,G1,HR_067,2,,,,,,,,,,,
98,3,8,L,G1,HR_067,3,,,,,,,,,,,
98,3,8,L,G1,HR_067,4,,,,,,,,,,,
98,3,8,L,G1,HR_067,5,,,,,,,,,,,
98,3,8,R,G1,HR_067,1,,,,,,,,,,,
98,3,8,R,G1,HR_067,2,,,,,,,,,,,
98,3,8,R,G1,HR_067,3,,,,,,,,,,,
98,3,8,R,G1,HR_067,4,,,,,,,,,,,
98,3,8,R,G1,HR_067,5,,,,,,,,,,,
99,3,9,L,G2,HR_193,1,,,,,,,,,,,
99,3,9,L,G2,HR_193,2,,,,,,,,,,,
99,3,9,L,G2,HR_193,3,,,,,,,,,,,
99,3,9,L,G2,HR_193,4,,,,,,,,,,,
99,3,9,L,G2,HR_193,5,,,,,,,,,,,
99,3,9,R,G1,HR_123,1,,,,,,,,,,,
99,3,9,R,G1,HR_123,2,,,,,,,,,,,
99,3,9,R,G1,HR_123,3,,,,,,,,,,,
99,3,9,R,G1,HR_123,4,,,,,,,,,,,
99,3,9,R,G1,HR_123,5,,,,,,,,,,,
100,3,10,L,G2,HR_006,1,,,,,,,,,,,
100,3,10,L,G2,HR_006,2,,,,,,,,,,,
100,3,10,L,G2,HR_006,3,,,,,,,,,,,
100,3,10,L,G2,HR_006,4,,,,,,,,,,,
100,3,10,L,G2,HR_006,5,,,,,,,,,,,
100,3,10,R,G2,HR_066,1,,,,,,,,,,,
100,3,10,R,G2,HR_066,2,,,,,,,,,,,
100,3,10,R,G2,HR_066,3,,,,,,,,,,,
100,3,10,R,G2,HR_066,4,,,,,,,,,,,
100,3,10,R,G2,HR_066,5,,,,,,,,,,,
101,3,11,L,G2,HR_046,1,,,,,,,,,,,
101,3,11,L,G2,HR_046,2,,,,,,,,,,,
101,3,11,L,G2,HR_046,3,,,,,,,,,,,
101,3,11,L,G2,HR_046,4,,,,,,,,,,,
101,3,11,L,G2,HR_046,5,,,,,,,,,,,
101,3,11,R,G2,HR_164,1,,,,,,,,,,,
101,3,11,R,G2,HR_164,2,,,,,,,,,,,
101,3,11,R,G2,HR_164,3,,,,,,,,,,,
101,3,11,R,G2,HR_164,4,,,,,,,,,,,
101,3,11,R,G2,HR_164,5,,,,,,,,,,,
102,3,12,L,G1,HR_170,1,,,,,,,,,,,
102,3,12,L,G1,HR_170,2,,,,,,,,,,,
102,3,12,L,G1,HR_170,3,,,,,,,,,,,
102,3,12,L,G1,HR_170,4,,,,,,,,,,,
102,3,12,L,G1,HR_170,5,,,,,,,,,,,
102,3,12,R,G2,HR_158,1,,,,,,,,,,,
102,3,12,R,G2,HR_158,2,,,,,,,,,,,
102,3,12,R,G2,HR_158,3,,,,,,,,,,,
102,3,12,R,G2,HR_158,4,,,,,,,,,,,
102,3,12,R,G2,HR_158,5,,,,,,,,,,,
103,3,13,L,G2,HR_193,1,,,,,,,,,,,
103,3,13,L,G2,HR_193,2,,,,,,,,,,,
103,3,13,L,G2,HR_193,3,,,,,,,,,,,
103,3,13,L,G2,HR_193,4,,,,,,,,,,,
103,3,13,L,G2,HR_193,5,,,,,,,,,,,
103,3,13,R,G2,HR_156,1,,,,,,,,,,,
103,3,13,R,G2,HR_156,2,,,,,,,,,,,
103,3,13,R,G2,HR_156,3,,,,,,,,,,,
103,3,13,R,G2,HR_156,4,,,,,,,,,,,
103,3,13,R,G2,HR_156,5,,,,,,,,,,,
104,3,14,L,G1,HR_049,1,,,,,,,,,,,
104,3,14,L,G1,HR_049,2,,,,,,,,,,,
104,3,14,L,G1,HR_049,3,,,,,,,,,,,
104,3,14,L,G1,HR_049,4,,,,,,,,,,,
104,3,14,L,G1,HR_049,5,,,,,,,,,,,
104,3,14,R,G2,HR_065,1,,,,,,,,,,,
104,3,14,R,G2,HR_065,2,,,,,,,,,,,
104,3,14,R,G2,HR_065,3,,,,,,,,,,,
104,3,14,R,G2,HR_065,4,,,,,,,,,,,
104,3,14,R,G2,HR_065,5,,,,,,,,,,,
105,3,15,L,G1,HR_086,1,,,,,,,,,,,
105,3,15,L,G1,HR_086,2,,,,,,,,,,,
105,3,15,L,G1,HR_086,3,,,,,,,,,,,
105,3,15,L,G1,HR_086,4,,,,,,,,,,,
105,3,15,L,G1,HR_086,5,,,,,,,,,,,
105,3,15,R,G2,HR_145,1,,,,,,,,,,,
105,3,15,R,G2,HR_145,2,,,,,,,,,,,
105,3,15,R,G2,HR_145,3,,,,,,,,,,,
105,3,15,R,G2,HR_145,4,,,,,,,,,,,
105,3,15,R,G2,HR_145,5,,,,,,,,,,,
106,3,16,L,G1,HR_017,1,,,,,,,,,,,
106,3,16,L,G1,HR_017,2,,,,,,,,,,,
106,3,16,L,G1,HR_017,3,,,,,,,,,,,
106,3,16,L,G1,HR_017,4,,,,,,,,,,,
106,3,16,L,G1,HR_017,5,,,,,,,,,,,
106,3,16,R,G1,HR_176,1,,,,,,,,,,,
106,3,16,R,G1,HR_176,2,,,,,,,,,,,
106,3,16,R,G1,HR_176,3,,,,,,,,,,,
106,3,16,R,G1,HR_176,4,,,,,,,,,,,
106,3,16,R,G1,HR_176,5,,,,,,,,,,,
107,3,17,L,G1,HR_164,1,,,,,,,,,,,
107,3,17,L,G1,HR_164,2,,,,,,,,,,,
107,3,17,L,G1,HR_164,3,,,,,,,,,,,
107,3,17,L,G1,HR_164,4,,,,,,,,,,,
107,3,17,L,G1,HR_164,5,,,,,,,,,,,
107,3,17,R,G1,HR_041,1,,,,,,,,,,,
107,3,17,R,G1,HR_041,2,,,,,,,,,,,
107,3,17,R,G1,HR_041,3,,,,,,,,,,,
107,3,17,R,G1,HR_041,4,,,,,,,,,,,
107,3,17,R,G1,HR_041,5,,,,,,,,,,,
108,3,18,L,G2,HR_104,1,,,,,,,,,,,
108,3,18,L,G2,HR_104,2,,,,,,,,,,,
108,3,18,L,G2,HR_104,3,,,,,,,,,,,
108,3,18,L,G2,HR_104,4,,,,,,,,,,,
108,3,18,L,G2,HR_104,5,,,,,,,,,,,
108,3,18,R,G2,HR_153,1,,,,,,,,,,,
108,3,18,R,G2,HR_153,2,,,,,,,,,,,
108,3,18,R,G2,HR_153,3,,,,,,,,,,,
108,3,18,R,G2,HR_153,4,,,,,,,,,,,
108,3,18,R,G2,HR_153,5,,,,,,,,,,,
109,3,19,L,G2,HR_190,1,,,,,,,,,,,
109,3,19,L,G2,HR_190,2,,,,,,,,,,,
109,3,19,L,G2,HR_190,3,,,,,,,,,,,
109,3,19,L,G2,HR_190,4,,,,,,,,,,,
109,3,19,L,G2,HR_190,5,,,,,,,,,,,
109,3,19,R,G2,HR_155,1,,,,,,,,,,,
109,3,19,R,G2,HR_155,2,,,,,,,,,,,
109,3,19,R,G2,HR_155,3,,,,,,,,,,,
109,3,19,R,G2,HR_155,4,,,,,,,,,,,
109,3,19,R,G2,HR_155,5,,,,,,,,,,,
110,3,20,L,G2,HR_021,1,,,,,,,,,,,
110,3,20,L,G2,HR_021,2,,,,,,,,,,,
110,3,20,L,G2,HR_021,3,,,,,,,,,,,
110,3,20,L,G2,HR_021,4,,,,,,,,,,,
110,3,20,L,G2,HR_021,5,,,,,,,,,,,
