Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
1,1,1,L,G2,HR_027,1,,,,,,,,,,,,,,,
1,1,1,L,G2,HR_027,2,,,4/5,4/20,05/04,,,,05/05,,,,,,
1,1,1,L,G2,HR_027,3,,,,4/20,,,,,,,,,,,
1,1,1,L,G2,HR_027,4,4,,4/5,4/20,,,,,,4/5,,,,6/1,
1,1,1,L,G2,HR_027,5,,,,,,,,,,,,,,,
1,1,1,R,G1,HR_010,1,,,,4/20,05/04,,,,,,,,,6/14,
1,1,1,R,G1,HR_010,2,,,4/5,4/20,05/04,,,,,,,,,,
1,1,1,R,G1,HR_010,3,3,,4/5,4/20,,,,,,4/5,,,,,
1,1,1,R,G1,HR_010,4,,,4/5,4/20,,,,,05/05,,,,,,
1,1,1,R,G1,HR_010,5,,,,4/20,,,,,,,,,,,
2,1,2,L,G1,HR_051,1,,,,4/20,05/04,,,,05/05,,,,,,
2,1,2,L,G1,HR_051,2,,,,4/20,05/04,,,,,,,,,,
2,1,2,L,G1,HR_051,3,,,4/5,4/20,,,,,,,,,,,
2,1,2,L,G1,HR_051,4,,,4/5,4/20,05/04,,,,,,,,,,
2,1,2,L,G1,HR_051,5,5,,4/5,4/20,,,,,,4/5,,,,6/1,
2,1,2,R,G2,HR_044,1,,,4/5,4/20,,,,,,,,,,,
2,1,2,R,G2,HR_044,2,2,,,,,,,,,,,,,5/16,
2,1,2,R,G2,HR_044,3,,,4/5,4/20,05/04,,,,,4/5,,,,,
2,1,2,R,G2,HR_044,4,,,4/5,4/20,05/04,,,,05/05,,,,,,
2,1,2,R,G2,HR_044,5,,,,,,,,,,,,,,,
3,1,3,L,G2,HR_178,1,,,,,,,,,,,,,,,
3,1,3,L,G2,HR_178,2,,,,4/20,05/04,,,,,,,,,,
3,1,3,L,G2,HR_178,3,,,,4/20,05/04,,,,05/05,,,,,,
3,1,3,L,G2,HR_178,4,4,,,4/20,,,,,,4/20,,,,6/1,
3,1,3,L,G2,HR_178,5,,,,4/20,05/04,,,,,,1,,,,
3,1,3,R,G2,HR_108,1,1,,,4/20,,,,,,4/20,,,,6/1,
3,1,3,R,G2,HR_108,2,,,,4/20,,,,,,,,,,,
3,1,3,R,G2,HR_108,3,,,,,,,,,,,,,,,
3,1,3,R,G2,HR_108,4,,,,4/20,,,,,05/05,,,,,,
3,1,3,R,G2,HR_108,5,,,4/5,4/20,,,,,,4/5,,,,,
4,1,4,L,G1,HR_036,1,,,,4/20,,,,,,,,,,,
4,1,4,L,G1,HR_036,2,,,,4/20,,,,,,,,,,,
4,1,4,L,G1,HR_036,3,,,,4/20,05/04,,,,05/05,,,,,,
4,1,4,L,G1,HR_036,4,4,,,4/20,05/04,,,,,4/20,,,,6/1,
4,1,4,L,G1,HR_036,5,,,,4/20,,,,,,,,,,,
4,1,4,R,G2,HR_121,1,,,,,,,,,,,,,,,
4,1,4,R,G2,HR_121,2,,,4/5,4/20,,,,,,,,,,,
4,1,4,R,G2,HR_121,3,3,,4/5,4/20,,,,,,4/5,,,,5/16,
4,1,4,R,G2,HR_121,4,,,4/5,4/20,,,,,,,,,,,
4,1,4,R,G2,HR_121,5,,,,4/20,,,,,,,,,,,
5,1,5,L,G1,HR_162,1,,,,,,,,,,,,,,,
5,1,5,L,G1,HR_162,2,2,,,4/20,,,,,,4/20,,,,6/1,
5,1,5,L,G1,HR_162,3,,,,,,,,,,,,,,,
5,1,5,L,G1,HR_162,4,,,,,,,,,,,,,,,
5,1,5,L,G1,HR_162,5,,,,4/20,05/04,,,,05/05,,,,,,
5,1,5,R,G1,HR_134,1,,,,4/20,,,,,05/05,,,,,,
5,1,5,R,G1,HR_134,2,,,,,,,,,,,,,,,
5,1,5,R,G1,HR_134,3,,,,4/20,,,,,,,,,,,
5,1,5,R,G1,HR_134,4,4,,,4/20,05/04,,,,,4/20,,,,6/1,
5,1,5,R,G1,HR_134,5,,,4/5,4/20,05/04,,,,,4/5,,,,,
6,1,6,L,G2,HR_041,1,1,,4/5,4/20,,,,,,4/5,,,,5/16,
6,1,6,L,G2,HR_041,2,,,,,,,,,,,,,,,
6,1,6,L,G2,HR_041,3,,,,,,,,,,,,,,,
6,1,6,L,G2,HR_041,4,,,4/5,4/20,,,,,,,,,,,
6,1,6,L,G2,HR_041,5,,,4/5,4/20,,,,,05/05,,,,,,
6,1,6,R,G2,HR_124,1,,,,,,,,,,,,,,,
6,1,6,R,G2,HR_124,2,,,,,,,,,,,,,,,
6,1,6,R,G2,HR_124,3,3,,4/5,4/20,,,,,,4/5,,,,6/1,
6,1,6,R,G2,HR_124,4,,,4/5,4/20,,,,,05/05,,,,,,
6,1,6,R,G2,HR_124,5,,,,,,,,,,,,,,,
7,1,7,L,G1,HR_162,1,,,,,,,,,,,,,,,
7,1,7,L,G1,HR_162,2,,,,,,,,,,,,,,6/1,
7,1,7,L,G1,HR_162,3,,,,,,,,,,,,,,,
7,1,7,L,G1,HR_162,4,,,,,,,,,,,,,,,
7,1,7,L,G1,HR_162,5,5,,4/5,4/20,,,,,,4/5,,,,,fitness chosen remotely
7,1,7,R,G1,HR_179,1,,,,,,,,,,,,,,,
7,1,7,R,G1,HR_179,2,,,4/5,,,,,,,,,,,,
7,1,7,R,G1,HR_179,3,3,,,4/20,05/04,,,,,,,,,5/16,
7,1,7,R,G1,HR_179,4,,,4/5,,,,,,,4/5,,,,,
7,1,7,R,G1,HR_179,5,,,4/5,,,,,,,,,,,,
8,1,8,L,G1,HR_196,1,,,,4/20,,,,,,,,,,,
8,1,8,L,G1,HR_196,2,,,4/5,4/20,05/04,,,,05/05,,,,,,
8,1,8,L,G1,HR_196,3,3,,4/5,,,,,,,4/5,,,,5/16,
8,1,8,L,G1,HR_196,4,,,,4/20,,,,,,,,,,,
8,1,8,L,G1,HR_196,5,,,,,,,,,,,,,,,
8,1,8,R,G1,HR_005,1,1,,4/5,4/20,,,,,,4/5,,,,5/16,
8,1,8,R,G1,HR_005,2,,,,,,,,,,,,,,,
8,1,8,R,G1,HR_005,3,,,,,,,,,,,,,,,
8,1,8,R,G1,HR_005,4,,,,,,,,,,,,,,,
8,1,8,R,G1,HR_005,5,,,,4/20,,,,,,,,,,,
9,1,9,L,G1,HR_095,1,,,,,,,,,,,,,,,
9,1,9,L,G1,HR_095,2,,,,4/20,,,,,05/05,,,,,,
9,1,9,L,G1,HR_095,3,,,,,,,,,,,,,,,
9,1,9,L,G1,HR_095,4,4,,,4/20,,,,,,4/20,,,,6/1,
9,1,9,L,G1,HR_095,5,,,,,,,,,,,,,,,
9,1,9,R,G2,HR_196,1,1,,4/5,4/20,,,,,,4/5,,,,6/1,fitness chosen remotely
9,1,9,R,G2,HR_196,2,,,,,,,,,,,,,,,
9,1,9,R,G2,HR_196,3,,,,,,,,,,,,,,,
9,1,9,R,G2,HR_196,4,,,,,,,,,,,,,,,
9,1,9,R,G2,HR_196,5,,,,,,,,,,,,,,,
10,1,10,L,G1,HR_019,1,,,,4/20,,,,,05/05,,,,,,
10,1,10,L,G1,HR_019,2,,,4/5,4/20,,,,,,4/5,,,,,"photo taken 4/5, marked 6/22"
10,1,10,L,G1,HR_019,3,,,,4/20,,,,,,,,,,,
10,1,10,L,G1,HR_019,4,,,,4/20,05/04,,,,,,,,,,
10,1,10,L,G1,HR_019,5,5,,,4/20,,,,,,4/20,,,,6/1,
10,1,10,R,G2,HR_111,1,,,,4/20,,,,,,,,,,,
10,1,10,R,G2,HR_111,2,,,,4/20,,,,,,,,,,,
10,1,10,R,G2,HR_111,3,,,,4/20,,,,,,,,,,,
10,1,10,R,G2,HR_111,4,4,,4/5,4/20,,,,,,4/20,,,,06/01,
10,1,10,R,G2,HR_111,5,,,,4/20,,,,,,,,,,,
11,1,11,L,G1,HR_047,1,,,,,,,,,,,,,,,
11,1,11,L,G1,HR_047,2,2,,,4/20,,,,,,,,,,,
11,1,11,L,G1,HR_047,3,,,,,,,,,,,,,,,
11,1,11,L,G1,HR_047,4,,,,4/20,,,,,05/05,4/20,,,,6/14,
11,1,11,L,G1,HR_047,5,,,,,,,,,,,,,,,
11,1,11,R,G1,HR_095,1,1,,,,,,,,,,,,,5/16,
11,1,11,R,G1,HR_095,2,,,,,,,,,,,,,,,
11,1,11,R,G1,HR_095,3,,,,,,,,,,,,,,,
11,1,11,R,G1,HR_095,4,,,,4/20,,,,,,,,,,,
11,1,11,R,G1,HR_095,5,,,,4/20,,,,,,,,,,,
12,1,12,L,G1,HR_111,1,,,,4/20,,,,,05/05,,,,,,
12,1,12,L,G1,HR_111,2,,,,,05/04,,,,,,2,,,,
12,1,12,L,G1,HR_111,3,,,,4/20,,,,,,,,,,,
12,1,12,L,G1,HR_111,4,4,,,4/20,,,,,,,,,,5/16,
12,1,12,L,G1,HR_111,5,,,,4/20,,,,,,4/20,,,,,
12,1,12,R,G1,HR_042,1,,,,4/20,,,,,05/05,,,,,,
12,1,12,R,G1,HR_042,2,2,,,4/20,,,,,,4/20,,,,6/1,
12,1,12,R,G1,HR_042,3,,,,,,,,,,,,,,,
12,1,12,R,G1,HR_042,4,,,,4/20,,,,,,,,,,,
12,1,12,R,G1,HR_042,5,,,,,,,,,,,,,,,
13,1,13,L,G2,HR_086,1,,,,4/20,,,,,,,,,,,
13,1,13,L,G2,HR_086,2,,,,,,,,,,,,,,,
13,1,13,L,G2,HR_086,3,,,4/5,4/20,,,,,,4/5,,,,,
13,1,13,L,G2,HR_086,4,4,,,4/20,,,,,,4/20,,,,5/16,
13,1,13,L,G2,HR_086,5,,,,4/20,,,,,05/05,,,,,,
13,1,13,R,G2,HR_111,1,1,,,4/20,05/04,,,,,4/20,,,,6/1,
13,1,13,R,G2,HR_111,2,,,,4/20,,,,,,,,,,,
13,1,13,R,G2,HR_111,3,,,4/5,4/20,,,,,05/05,4/5,,,,,
13,1,13,R,G2,HR_111,4,,,,,,,,,,,,,,,
13,1,13,R,G2,HR_111,5,,,,4/20,,,,,,,,,,,
14,1,14,L,G2,HR_174,1,1,,,4/20,,,,,,4/20,,,,5/16,
14,1,14,L,G2,HR_174,2,,,,,,,,,,,,,,,
14,1,14,L,G2,HR_174,3,,,,4/20,,,,,5/16,,,,,,
14,1,14,L,G2,HR_174,4,,,,4/20,,,,,,,,,,,
14,1,14,L,G2,HR_174,5,,,,,,,,,,,,,,,
14,1,14,R,G1,HR_105,1,,,,4/20,,,,,,,,,,5/16,
14,1,14,R,G1,HR_105,2,,,4/5,4/20,,,,,,4/5,,,,,
14,1,14,R,G1,HR_105,3,,,,4/20,,,,,,,,,,,
14,1,14,R,G1,HR_105,4,,,,4/20,,,,,,,,,,,
14,1,14,R,G1,HR_105,5,,,,,,,,,,,,,,,
15,1,15,L,G2,HR_044,1,,,,,,,,,,,,,,,
15,1,15,L,G2,HR_044,2,,,,,,,,,,,,,,,
15,1,15,L,G2,HR_044,3,3,,,4/20,,,,,,4/20,,,,6/1,
15,1,15,L,G2,HR_044,4,,,,4/20,,,,,,,,,,,
15,1,15,L,G2,HR_044,5,,,,4/20,,,,,5/16,,,,,,
15,1,15,R,G2,HR_107,1,,,,4/20,,,,,,,,,,,
15,1,15,R,G2,HR_107,2,2,,,4/20,,,,,,4/20,,,,,
15,1,15,R,G2,HR_107,3,,,,,,,,,,,,,,,
15,1,15,R,G2,HR_107,4,,,,4/20,,,,,,,,,,,
15,1,15,R,G2,HR_107,5,,,,4/20,,,,,5/16,,,,,6/14,
16,1,16,L,G1,HR_104,1,1,,,4/20,,,,,,5/4,,,,5/16,"photo 4/20, marked 6/22"
16,1,16,L,G1,HR_104,2,,,,,,,,,,,,,,,
16,1,16,L,G1,HR_104,3,,,,4/20,,,,,,,,,,,
16,1,16,L,G1,HR_104,4,,,,,,,,,,,,,,,
16,1,16,L,G1,HR_104,5,,,,,,,,,,,,,,,
16,1,16,R,G2,HR_012,1,,,,4/20,,,,,,,,,,,
16,1,16,R,G2,HR_012,2,,,,,,,,,,,,,,,
16,1,16,R,G2,HR_012,3,,,,,,,,,,,,,,,
16,1,16,R,G2,HR_012,4,4,,,4/20,,,,,,,,,,5/16,
16,1,16,R,G2,HR_012,5,,,,,,,,,,,,,,,
17,1,17,L,G2,HR_156,1,,,,,,,,,,,,,,,
17,1,17,L,G2,HR_156,2,,,,,05/04,,,,,,,,,,
17,1,17,L,G2,HR_156,3,3,,,4/20,,,,,,4/20,,,,6/1,
17,1,17,L,G2,HR_156,4,,,,4/20,,,,,,,,,,,
17,1,17,L,G2,HR_156,5,,,,4/20,,,,,05/05,,,,,,
17,1,17,R,G2,HR_050,1,,,,4/20,,,,,,,,,,,
17,1,17,R,G2,HR_050,2,2,,,4/20,,,,,,,,,,5/16,
17,1,17,R,G2,HR_050,3,,,,4/20,,,,,,4/20,,,,,
17,1,17,R,G2,HR_050,4,,,,,,,,,,,,,,,
17,1,17,R,G2,HR_050,5,,,,4/20,,,,,,,,,,,
18,1,18,L,G1,HR_071,1,,,,,,,,,,,,,,,
18,1,18,L,G1,HR_071,2,,,,,,,,,,,,,,,
18,1,18,L,G1,HR_071,3,,,,,,,,,,,,,,,
18,1,18,L,G1,HR_071,4,,,,,,,,,,,,,,,
18,1,18,L,G1,HR_071,5,5,,,4/20,,,,,,,,,,6/1,
18,1,18,R,G1,HR_137,1,,,,,,,,,,,,,,,
18,1,18,R,G1,HR_137,2,,,,,,,,,,,,,,,
18,1,18,R,G1,HR_137,3,,,,4/20,,,,,,4/20,,,,,
18,1,18,R,G1,HR_137,4,4,,,4/20,,,,,,,,,,5/16,
18,1,18,R,G1,HR_137,5,,,,4/20,,,,,,,,,,,
19,1,19,L,G2,HR_110,1,,,,,,,,,,,,,,,
19,1,19,L,G2,HR_110,2,,,,,,,,,,,,,,,
19,1,19,L,G2,HR_110,3,,,,4/20,05/04,,,,05/05,,,,,,
19,1,19,L,G2,HR_110,4,,,,,,,,,,,,,,,
19,1,19,L,G2,HR_110,5,5,,,4/20,,,,,,4/20,,,,5/16,
19,1,19,R,G1,HR_087,1,1,,,,05/04,,,,,,,,,6/1,fitness chosen remotely
19,1,19,R,G1,HR_087,2,,,,,,,,,,,,,,,
19,1,19,R,G1,HR_087,3,,,,,,,,,,,,,,,
19,1,19,R,G1,HR_087,4,,,,,,,,,,,,,,,
19,1,19,R,G1,HR_087,5,,,,,,,,,,,,,,,
20,1,20,L,G1,HR_047,1,1,,,4/20,,,,,,,,,,6/14,fitness chosen remotely
20,1,20,L,G1,HR_047,2,,,,,,,,,,,,,,,
20,1,20,L,G1,HR_047,3,,,,,,,,,,,,,,,
20,1,20,L,G1,HR_047,4,,,,,,,,,,,,,,,
20,1,20,L,G1,HR_047,5,,,,4/20,,,,,,,,,,,
20,1,20,R,G2,HR_070,1,,,,,,,,,,,,,,,
20,1,20,R,G2,HR_070,2,,,,,,,,,,,,,,,
20,1,20,R,G2,HR_070,3,3,,,4/20,,,,,,4/20,,,,5/16,
20,1,20,R,G2,HR_070,4,,,,4/20,,,,,,,,,,,
20,1,20,R,G2,HR_070,5,,,,4/20,,,,,,,,,,,
21,1,21,L,G1,HR_177,1,,,,,,,,,,,,,,,
21,1,21,L,G1,HR_177,2,2,,,4/20,,,,,,4/20,,,,5/16,
21,1,21,L,G1,HR_177,3,,,,4/20,,,,,,,,,,,
21,1,21,L,G1,HR_177,4,,,,,,,,,,,,,,,
21,1,21,L,G1,HR_177,5,,,,4/20,,,,,05/05,,,,,,
21,1,21,R,G2,HR_061,1,,,,,,,,,,,,,,,
21,1,21,R,G2,HR_061,2,,,,,,,,,,,,,,,
21,1,21,R,G2,HR_061,3,3,,,4/20,,,,,,,,,,6/1,fitness chosen remotely
21,1,21,R,G2,HR_061,4,,,,,,,,,,,,,,,
21,1,21,R,G2,HR_061,5,,,,,,,,,,,,,,,
22,1,22,L,G1,HR_047,1,,,,,,,,,,,,,,,
22,1,22,L,G1,HR_047,2,,,,,,,,,,,,,,,
22,1,22,L,G1,HR_047,3,3,,,4/20,,,,,,4/20,,,,6/1,
22,1,22,L,G1,HR_047,4,,,,,,,,,,,,,,,
22,1,22,L,G1,HR_047,5,,,,4/20,,,,,05/05,,,,,,
22,1,22,R,G1,HR_058,1,,,,4/20,,,,,,,,,,,
22,1,22,R,G1,HR_058,2,,,,,,,,,,,,,,,
22,1,22,R,G1,HR_058,3,,,,4/20,,,,,,,,,,,
22,1,22,R,G1,HR_058,4,4,,,4/20,,,,,,4/20,,,,5/16,
22,1,22,R,G1,HR_058,5,,,,4/20,,,,,05/05,,,,,,
23,1,23,L,G2,HR_169,1,,,,4/20,,,,,,,,,,,
23,1,23,L,G2,HR_169,2,,,,4/20,,,,,,,,,,,
23,1,23,L,G2,HR_169,3,,,,4/20,,,,,5/16,,,,,,
23,1,23,L,G2,HR_169,4,,,,,,,,,,,,,,,
23,1,23,L,G2,HR_169,5,5,,,4/20,,,,,5/16,4/20,,,,6/1,
23,1,23,R,G2,HR_032,1,,,,4/20,05/04,,,,,,1,,,,
23,1,23,R,G2,HR_032,2,,,,,,,,,,,,,,,
23,1,23,R,G2,HR_032,3,,,,,,,,,,,,,,,
23,1,23,R,G2,HR_032,4,,,,4/20,,,,,05/05,,,,,,
23,1,23,R,G2,HR_032,5,5,,,4/20,,,,,,4/20,,,,5/16,
24,1,24,L,G2,HR_080,1,,,,,,,,,,,,,,,
24,1,24,L,G2,HR_080,2,,,,,,,,,,,,,,,
24,1,24,L,G2,HR_080,3,,,,,,,,,,,,,,,
24,1,24,L,G2,HR_080,4,,,,,,,,,,,,,,,
24,1,24,L,G2,HR_080,5,,,,,,,,,,,,,,,
24,1,24,R,G2,HR_121,1,,,,4/20,,,,,,,,,,6/14,
24,1,24,R,G2,HR_121,2,2,,,4/20,,,,,,4/20,,,,,
24,1,24,R,G2,HR_121,3,,,,4/20,,,,,,,,,,,
24,1,24,R,G2,HR_121,4,,,,4/20,,,,,5/16,,,,,,
24,1,24,R,G2,HR_121,5,,,,,05/04,,,,,,1,,,,
25,1,25,L,G2,HR_118,1,,,,4/20,,,,,,,,,,,
25,1,25,L,G2,HR_118,2,,,,4/20,,,,,,,,,,,
25,1,25,L,G2,HR_118,3,,,,,,,,,,,,,,,
25,1,25,L,G2,HR_118,4,,,,4/20,,,,,5/16,,,,,,male sterile 
25,1,25,L,G2,HR_118,5,5,,,4/20,05/04,,,,,4/20,,,,6/1,
25,1,25,R,G2,HR_020,1,,,,4/20,,,,,,,,,,,
25,1,25,R,G2,HR_020,2,,,,4/20,,,,,,,,,,,
25,1,25,R,G2,HR_020,3,,,,,,,,,,,,,,,
25,1,25,R,G2,HR_020,4,,,,4/20,,,,,,,,,,,
25,1,25,R,G2,HR_020,5,5,,,4/20,,,,,,4/20,,,,6/1,
26,1,26,L,G1,HR_135,1,,,,,,,,,,,,,,,
26,1,26,L,G1,HR_135,2,,,,,,,,,,,,,,,
26,1,26,L,G1,HR_135,3,,,,,,,,,,,,,,,
26,1,26,L,G1,HR_135,4,4,,,4/20,,,,,,,,,,5/16,
26,1,26,L,G1,HR_135,5,,,,,,,,,,,,,,,
26,1,26,R,G2,HR_062,1,,,,,,,,,,,,,,,
26,1,26,R,G2,HR_062,2,2,,,,,,,,,,,,,6/14,
26,1,26,R,G2,HR_062,3,,,,4/20,,,,,05/05,4/20,,,,,
26,1,26,R,G2,HR_062,4,,,,,,,,,,,,,,,
26,1,26,R,G2,HR_062,5,,,,,,,,,,,,,,,
27,1,27,L,G1,HR_111,1,,,,4/20,,,,,,,,,,,
27,1,27,L,G1,HR_111,2,,,,,05/04,05/16,,,,,,,,,
27,1,27,L,G1,HR_111,3,,,,4/20,,,,,05/05,,,,,,
27,1,27,L,G1,HR_111,4,,,,4/20,,,,,,4/20,,,,,
27,1,27,L,G1,HR_111,5,5,,,,05/04,,,,,,,,,6/1,
27,1,27,R,G1,HR_070,1,,,,,,,,,,,,,,,
27,1,27,R,G1,HR_070,2,2,,,4/20,05/04,,,,,4/20,1,,,6/1,
27,1,27,R,G1,HR_070,3,,,,,,,,,,,,,,,
27,1,27,R,G1,HR_070,4,,,,,,,,,,,,,,,
27,1,27,R,G1,HR_070,5,,,,,,,,,,,,,,,
28,1,28,L,G1,HR_183,1,,,,4/20,,,,,,,,,,,
28,1,28,L,G1,HR_183,2,,,,,,,,,,,,,,,
28,1,28,L,G1,HR_183,3,3,,,4/20,,,,,,,,,,6/14,
28,1,28,L,G1,HR_183,4,,,,4/20,,,,,05/05,4/20,,,,,
28,1,28,L,G1,HR_183,5,,,,,,,,,,,,,,,
28,1,28,R,G2,HR_028,1,,,,4/20,,,,,,,,,,,
28,1,28,R,G2,HR_028,2,,,,4/20,05/04,,,,5/16,,1,,,,
28,1,28,R,G2,HR_028,3,,,,,,,,,,,,,,,
28,1,28,R,G2,HR_028,4,4,,,4/20,05/04,05/16,,,,4/20,1,1,,6/1,
28,1,28,R,G2,HR_028,5,,,,4/20,,,,,,,,,,,
29,1,29,L,G1,HR_136,1,1,,,4/20,,,,,,,,,,5/16,
29,1,29,L,G1,HR_136,2,,,,,,,,,,,,,,,
29,1,29,L,G1,HR_136,3,,,,,05/04,,,,,,1,,,,
29,1,29,L,G1,HR_136,4,,,,4/20,,,,,5/16,4/20,,,,,
29,1,29,L,G1,HR_136,5,,,,,,,,,,,,,,,
29,1,29,R,G1,HR_131,1,1,,4/5,4/20,05/04,,,,,4/5,1,,,5/16,
29,1,29,R,G1,HR_131,2,,,,,,,,,,,,,,,
29,1,29,R,G1,HR_131,3,,,,,,,,,,,,,,1,
29,1,29,R,G1,HR_131,4,,,,,,,,,,,,,,,
29,1,29,R,G1,HR_131,5,,,,,,,,,,,,,,,
30,1,30,L,G1,HR_119,1,,,,,,,,,,,,,,,
30,1,30,L,G1,HR_119,2,,,,,,,,,,,,,,,
30,1,30,L,G1,HR_119,3,3,,,4/20,,,,,,4/20,,,,5/16,
30,1,30,L,G1,HR_119,4,,,,4/20,,,,,,,,,,,
30,1,30,L,G1,HR_119,5,,,4/5,4/20,,,,,05/05,4/5,,,,,
30,1,30,R,G2,HR_072,1,1,,,4/20,,,,,,,,,,6/1,
30,1,30,R,G2,HR_072,2,,,,4/20,,,,,05/05,,,,,,
30,1,30,R,G2,HR_072,3,,,,4/20,,,,,,,,,,,
30,1,30,R,G2,HR_072,4,,,4/5,,,,,,,4/5,,,,,
30,1,30,R,G2,HR_072,5,,,,4/20,05/04,,,,,,,,,,
31,1,31,L,G2,HR_044,1,,,,4/20,,,,,,,,,,,
31,1,31,L,G2,HR_044,2,,,,4/20,05/04,,,,,,1,,,,
31,1,31,L,G2,HR_044,3,,,4/5,,,,,,,4/5,,,,,
31,1,31,L,G2,HR_044,4,4,,,,,,,,,,,,,6/1,
31,1,31,L,G2,HR_044,5,,,,,,,,,,,,,,,
31,1,31,R,G2,HR_166,1,1,,,4/20,,,,,,4/20,,,,6/1,
31,1,31,R,G2,HR_166,2,,,,4/20,,,,,,,,,,,
31,1,31,R,G2,HR_166,3,,,,,,,,,,,,,,,
31,1,31,R,G2,HR_166,4,,,,4/20,05/04,,,,05/05,,1,,,,
31,1,31,R,G2,HR_166,5,,,,4/20,,,,,,,,,,,
32,1,32,L,G1,HR_158,1,1,,,4/20,,,,,,,,,,5/16,
32,1,32,L,G1,HR_158,2,,,,4/20,,,,,05/05,,,,,,
32,1,32,L,G1,HR_158,3,,,4/5,,,,,,,4/5,,,,,
32,1,32,L,G1,HR_158,4,,,,,,,,,,,,,,,
32,1,32,L,G1,HR_158,5,,,,4/20,,,,,,,,,,,
32,1,32,R,G1,HR_111,1,,,,4/20,,,,,05/05,4/20,,,,,
32,1,32,R,G1,HR_111,2,,,,4/20,,,,,,,,,,,
32,1,32,R,G1,HR_111,3,,,,4/20,,,,,,,,,,,
32,1,32,R,G1,HR_111,4,,,,4/20,,,,,,,,,,,
32,1,32,R,G1,HR_111,5,5,,,4/20,,,,,,,,,,6/1,
33,1,33,L,G2,HR_179,1,,,4/5,4/20,,,,,,4/5,,,,,
33,1,33,L,G2,HR_179,2,,,,4/20,,,,,,,,,,,
33,1,33,L,G2,HR_179,3,,,,4/20,,,,,,,,,,6/14,
33,1,33,L,G2,HR_179,4,4,,,4/20,,,,,,,,,,,
33,1,33,L,G2,HR_179,5,,,,4/20,,,,,,,,,,,
33,1,33,R,G1,HR_178,1,1,,,,,,,,,,,,,6/1,
33,1,33,R,G1,HR_178,2,,,,,,,,,,,,,,,
33,1,33,R,G1,HR_178,3,,,,,,,,,,,,,,,
33,1,33,R,G1,HR_178,4,,,,,,,,,,,,,,,
33,1,33,R,G1,HR_178,5,,,,,,,,,,,,,,,
34,1,34,L,G2,HR_137,1,,,,4/20,,,,,,,,,,,
34,1,34,L,G2,HR_137,2,,,4/5,4/20,,,,,,,,,,,
34,1,34,L,G2,HR_137,3,,,4/5,4/20,,,,,05/05,4/5,,,,,
34,1,34,L,G2,HR_137,4,4,,4/5,4/20,,,,,,,,,,6/1,
34,1,34,L,G2,HR_137,5,,,,4/20,,,,,,,,,,,
34,1,34,R,G1,HR_068,1,,,,4/20,,,,,,,,,,,
34,1,34,R,G1,HR_068,2,,,4/5,4/20,,,,,,,,,,,
34,1,34,R,G1,HR_068,3,,,4/5,4/20,,,,,,,,,,,
34,1,34,R,G1,HR_068,4,,,4/5,4/20,05/04,,,,05/05,,,,,,
34,1,34,R,G1,HR_068,5,5,,4/5,,,,,,,4/5,,,,6/1,
35,1,35,L,G2,HR_005,1,,,4/5,4/20,,,,,,,,,,,
35,1,35,L,G2,HR_005,2,,,,4/20,,,,,,,,,,,
35,1,35,L,G2,HR_005,3,,,4/5,,,,,,,,,,,,
35,1,35,L,G2,HR_005,4,,,4/5,4/20,,,,,,4/5,,,,,
35,1,35,L,G2,HR_005,5,5,,,,,,,,,,,,,5/16,
35,1,35,R,G2,HR_127,1,,,4/5,4/20,,,,,,,,,,,
35,1,35,R,G2,HR_127,2,,,,,,,,,,,,,,,
35,1,35,R,G2,HR_127,3,3,,4/5,,,,,,,4/5,,,,5/16,
35,1,35,R,G2,HR_127,4,,,4/5,4/20,,,,,,,,,,,
35,1,35,R,G2,HR_127,5,,,,,,,,,,,,,,,
36,1,36,L,G2,HR_038,1,,,4/5,4/20,05/04,,,,5/16,,1,,,,
36,1,36,L,G2,HR_038,2,,,4/5,4/20,,,,,,4/5,,,,,
36,1,36,L,G2,HR_038,3,,,,,,,,,,,,,,,
36,1,36,L,G2,HR_038,4,,,,4/20,,,,,,,,,,,
36,1,36,L,G2,HR_038,5,5,,4/5,4/20,,,,,,,,,,5/16,
36,1,36,R,G2,HR_005,1,,,,,,,,,,,,,,,
36,1,36,R,G2,HR_005,2,,,,,,,,,,,,,,,
36,1,36,R,G2,HR_005,3,3,,,4/20,,,,,,4/20,,,,5/16,
36,1,36,R,G2,HR_005,4,,,4/5,4/20,05/04,,,,,4/5,1,,,,
36,1,36,R,G2,HR_005,5,,,,,,,,,,,,,,,
37,1,37,L,G2,HR_109,1,,,,,,,,,,,,,,,
37,1,37,L,G2,HR_109,2,,,,,,,,,,,,,,,
37,1,37,L,G2,HR_109,3,,,4/5,,,,,,,,,,,,
37,1,37,L,G2,HR_109,4,4,,4/5,,,,,,,4/5,,,,5/16,
37,1,37,L,G2,HR_109,5,,,,4/20,,,,,,,,,,,
37,1,37,R,G1,HR_147,1,,,,,,,,,,,,,,,
37,1,37,R,G1,HR_147,2,2,,,4/20,,,,,,,,,,,
37,1,37,R,G1,HR_147,3,,,,,,,,,,,,,,,
37,1,37,R,G1,HR_147,4,,,4/5,4/20,,,,,,,,,,6/14,
