Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
34,1,34,L,G1,AC_152,4,,,,,,,,,,,,,,,
34,1,34,L,G1,AC_152,5,,,,,,,,,,,,,,,
34,1,34,R,G2,AC_181,1,,4/14/2023,4/28/2023,,,,,,,,,,,,
34,1,34,R,G2,AC_181,2,2,4/14/2023,4/28/2023,5/12/2023,5/26/2023,,,,,4/14/2023,,,,6/8/2023,
34,1,34,R,G2,AC_181,3,,,,,,,,,,,,,,,
34,1,34,R,G2,AC_181,4,,,4/28/2023,,,,,,,,,,,,
34,1,34,R,G2,AC_181,5,,,,,,,,,,,,,,,
35,1,35,L,G2,AC_136,1,,,4/28/2023,,,,,,,,,,,,
35,1,35,L,G2,AC_136,2,,,,,,,,,,,,,,,
35,1,35,L,G2,AC_136,3,,,,,,,,,,,,,,,
35,1,35,L,G2,AC_136,4,,,,,,,,,,,,,,,
35,1,35,L,G2,AC_136,5,5,,4/28/2023,,,,,,,,,,,5/26/2023,"Closed fruits collected 5/26, added flowering date for 4/28"
35,1,35,R,G1,AC_113,1,,,,,,,,,,,,,,,
35,1,35,R,G1,AC_113,2,,,,,,,,,,,,,,,
35,1,35,R,G1,AC_113,3,3,4/14/2023,4/28/2023,,5/26/2023,,,,,4/14/2023,,,,,"No plant, no skel 6/21"
35,1,35,R,G1,AC_113,4,,,,,,,,,,,,,,,
35,1,35,R,G1,AC_113,5,,,,,,,,,,,,,,,
36,1,36,L,G2,AC_115,1,,,,,,,,,,,,,,,
36,1,36,L,G2,AC_115,2,,,4/28/2023,,,,,,,,,,,,
36,1,36,L,G2,AC_115,3,,,,,,,,,,,,,,,
36,1,36,L,G2,AC_115,4,4,,4/28/2023,,,,,,,4/28/2023,,,,5/26/2023,
36,1,36,L,G2,AC_115,5,,,,,,,,,,,,,,,
36,1,36,R,G1,AC_048,1,,,,,,,,,,,,,,,
36,1,36,R,G1,AC_048,2,,,,,,,,,,,,,,,
36,1,36,R,G1,AC_048,3,,,,,,,,,,,,,,,
36,1,36,R,G1,AC_048,4,,,,,,,,,,,,,,,
36,1,36,R,G1,AC_048,5,,,,,,,,,,,,,,,
37,2,1,L,G2,AC_005,1,,,,5/12/2023,,,,,,,,,,,
37,2,1,L,G2,AC_005,2,,,,,5/26/2023,,,,,,,,,,
37,2,1,L,G2,AC_005,3,,,,,,,,,,,,,,,
37,2,1,L,G2,AC_005,4,4,,,5/12/2023,5/26/2023,,,,,5/12/2023,,,,6/8/2023,
37,2,1,L,G2,AC_005,5,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
37,2,1,R,G1,AC_054,1,,,,5/12/2023,,,,,,,,,,,
37,2,1,R,G1,AC_054,2,,,,,,,,,,,,,,,
37,2,1,R,G1,AC_054,3,3,,,5/12/2023,5/26/2023,,,,,5/12/2023,,1,,6/22/2023,
37,2,1,R,G1,AC_054,4,,,,5/12/2023,5/26/2023,,,,,,,,,,
37,2,1,R,G1,AC_054,5,,,,5/12/2023,,,,,5/12/2023,,,,,,
38,2,2,L,G2,AC_206,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
38,2,2,L,G2,AC_206,2,,,,5/12/2023,,,,,,,,,,,
38,2,2,L,G2,AC_206,3,,,,,,,,,,,,,,,
38,2,2,L,G2,AC_206,4,,,,,,,,,,,,,,,
38,2,2,L,G2,AC_206,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
38,2,2,R,G2,AC_011,1,,,,,,,,,,,,,,,
38,2,2,R,G2,AC_011,2,,,,5/12/2023,,,,,5/12/2023,,,,,,
38,2,2,R,G2,AC_011,3,,,,5/12/2023,5/26/2023,,,,,,,,,,
38,2,2,R,G2,AC_011,4,,,,5/12/2023,,,,,,,,,,,
38,2,2,R,G2,AC_011,5,5,,,5/12/2023,,,,,,5/12/2023,,,,6/8/2023,
39,2,3,L,G2,AC_111,1,,,,,,,,,,,,,,,
39,2,3,L,G2,AC_111,2,,,,,,,,,,,,,,,
39,2,3,L,G2,AC_111,3,,,,5/12/2023,,,,,,,,,,,
39,2,3,L,G2,AC_111,4,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,(below)
39,2,3,L,G2,AC_111,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,6/8/2023,"plant five is marked as the fitness plant in the field, all colletions and data should be updated to PLANT 5 (not 4) as fitness plant"
39,2,3,R,G1,AC_203,1,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
39,2,3,R,G1,AC_203,2,,,,,5/26/2023,,,,,,,,,,
39,2,3,R,G1,AC_203,3,,,,,,,,,,,,,,,
39,2,3,R,G1,AC_203,4,,,,5/12/2023,,,,,,,,,,,
39,2,3,R,G1,AC_203,5,5,,,,,,,,,,,,,"6/8, 6/22",no fruits?
40,2,4,L,G2,AC_119,1,,,,5/12/2023,,,,,,,,,,,
40,2,4,L,G2,AC_119,2,,,,,,,,,,,,,,,
40,2,4,L,G2,AC_119,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
40,2,4,L,G2,AC_119,4,4,,,5/12/2023,,,,,,5/12/2023,,,,6/8/2023,
40,2,4,L,G2,AC_119,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
40,2,4,R,G2,AC_082,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/22/2023,
40,2,4,R,G2,AC_082,2,,,,5/12/2023,,,,,,,,,,,
40,2,4,R,G2,AC_082,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
40,2,4,R,G2,AC_082,4,,,,,,,,,,,,,,,
40,2,4,R,G2,AC_082,5,,,,,5/26/2023,,,,,,,,,,
41,2,5,L,G2,AC_118,1,,,,,,,,,,,,,,,
41,2,5,L,G2,AC_118,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
41,2,5,L,G2,AC_118,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,5/26/2023,
41,2,5,L,G2,AC_118,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
41,2,5,L,G2,AC_118,5,,,,,,,,,,,,,,,
41,2,5,R,G1,AC_216,1,,,,,,,,,,,,,,,
41,2,5,R,G1,AC_216,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
41,2,5,R,G1,AC_216,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/22/2023,
41,2,5,R,G1,AC_216,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
41,2,5,R,G1,AC_216,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
42,2,6,L,G1,AC_131,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
42,2,6,L,G1,AC_131,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
42,2,6,L,G1,AC_131,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
42,2,6,L,G1,AC_131,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
42,2,6,L,G1,AC_131,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
42,2,6,R,G2,AC_086,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
42,2,6,R,G2,AC_086,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
42,2,6,R,G2,AC_086,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/22/2023,
42,2,6,R,G2,AC_086,4,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
42,2,6,R,G2,AC_086,5,,,,,,,,,,,,,,,
43,2,7,L,G1,AC_205,1,1,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
43,2,7,L,G1,AC_205,2,,,,,,,,,,,,,,,
43,2,7,L,G1,AC_205,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
43,2,7,L,G1,AC_205,4,,,,5/12/2023,,,,,,,,,,,
43,2,7,L,G1,AC_205,5,,,,,,,,,,,,,,,
43,2,7,R,G2,AC_062,1,,,,5/12/2023,,,,,5/12/2023,,,,,,
43,2,7,R,G2,AC_062,2,,,4/28/2023,,,,,,,,,,,,
43,2,7,R,G2,AC_062,3,,,,,,,,,,,,,,,
43,2,7,R,G2,AC_062,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/22/2023,
43,2,7,R,G2,AC_062,5,,,,,,,,,,,,,,,
44,2,8,L,G1,AC_205,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
44,2,8,L,G1,AC_205,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
44,2,8,L,G1,AC_205,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
44,2,8,L,G1,AC_205,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
44,2,8,L,G1,AC_205,5,5,,4/28/2023,,,,,,,,,,,5/26/2023,
44,2,8,R,G1,AC_118,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
44,2,8,R,G1,AC_118,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
44,2,8,R,G1,AC_118,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
44,2,8,R,G1,AC_118,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
44,2,8,R,G1,AC_118,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
45,2,9,L,G1,AC_144,1,1,,4/28/2023,5/12/2023,,,,,,5/12/2023,,,,6/8/2023,
45,2,9,L,G1,AC_144,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
45,2,9,L,G1,AC_144,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
45,2,9,L,G1,AC_144,4,,,,5/12/2023,,,,,,,,,,,
45,2,9,L,G1,AC_144,5,,,,,,,,,,,,,,,
45,2,9,R,G1,AC_088,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
45,2,9,R,G1,AC_088,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
45,2,9,R,G1,AC_088,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
45,2,9,R,G1,AC_088,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
45,2,9,R,G1,AC_088,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
46,2,10,L,G1,AC_030,1,,,,5/12/2023,,,,,,,,,,,
46,2,10,L,G1,AC_030,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
46,2,10,L,G1,AC_030,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
46,2,10,L,G1,AC_030,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
46,2,10,L,G1,AC_030,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
46,2,10,R,G2,AC_040,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
46,2,10,R,G2,AC_040,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
46,2,10,R,G2,AC_040,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
46,2,10,R,G2,AC_040,4,4,,4/28/2023,,5/26/2023,,,,,,,1,,6/8/2023,
46,2,10,R,G2,AC_040,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
47,2,11,L,G1,AC_051,1,,,,,,,,,,,,,,,
47,2,11,L,G1,AC_051,2,,,,,,,,,5/26/2023,,,,,,
47,2,11,L,G1,AC_051,3,,,,,,,,,,,,,,,
47,2,11,L,G1,AC_051,4,,,,,,,,,,,,,,,
47,2,11,L,G1,AC_051,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
47,2,11,R,G1,AC_090,1,,,,,,,,,,,,,,,
47,2,11,R,G1,AC_090,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
47,2,11,R,G1,AC_090,3,,,,,,,,,,,,,,,
47,2,11,R,G1,AC_090,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
47,2,11,R,G1,AC_090,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
48,2,12,L,G2,AC_038,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
48,2,12,L,G2,AC_038,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
48,2,12,L,G2,AC_038,3,3,,,5/12/2023,5/26/2023,,,,,5/12/2023,,,,,
48,2,12,L,G2,AC_038,4,,,,5/12/2023,,,,,,,,,,,
48,2,12,L,G2,AC_038,5,,,,,,,,,,,,,,,
48,2,12,R,G2,AC_193,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
48,2,12,R,G2,AC_193,2,,,,,,,,,,,,,,,
48,2,12,R,G2,AC_193,3,,,,,,,,,,,,,,,
48,2,12,R,G2,AC_193,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
48,2,12,R,G2,AC_193,5,5,,,5/12/2023,5/26/2023,,,,,,,,,6/22/2023,
49,2,13,L,G2,AC_168,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,5/26/2023,
49,2,13,L,G2,AC_168,2,,,,,,,,,,,,,,,
49,2,13,L,G2,AC_168,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
49,2,13,L,G2,AC_168,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
49,2,13,L,G2,AC_168,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
49,2,13,R,G1,AC_089,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,5/12/2023,,1,,6/22/2023,
49,2,13,R,G1,AC_089,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/26/2023,4/28/2023,,,,,
49,2,13,R,G1,AC_089,3,,,,,,,,,,,,,,,
49,2,13,R,G1,AC_089,4,,,,,,,,,,,,,,,
49,2,13,R,G1,AC_089,5,,,,,,,,,,,,,,,
50,2,14,L,G2,AC_190,1,,,,,,,,,,,,,,,
50,2,14,L,G2,AC_190,2,,,,,,,,,,,,,,,
50,2,14,L,G2,AC_190,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
50,2,14,L,G2,AC_190,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
50,2,14,L,G2,AC_190,5,,,,,,,,,,,,,,,
50,2,14,R,G2,AC_016,1,,,4/28/2023,,,,,,,,,,,,
50,2,14,R,G2,AC_016,2,,,4/28/2023,5/12/2023,,,,,5/26/2023,,,,,,
50,2,14,R,G2,AC_016,3,,,,5/12/2023,,,,,,,,,,,
50,2,14,R,G2,AC_016,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
50,2,14,R,G2,AC_016,5,5,,4/28/2023,,,,,,,4/28/2023,,,,6/8/2023,
51,2,15,L,G2,AC_010,1,,,,,5/26/2023,,,,5/26/2023,,,,,,
51,2,15,L,G2,AC_010,2,,,,5/12/2023,5/26/2023,,,,,,,,,,
51,2,15,L,G2,AC_010,3,3,,,,5/26/2023,,,,,5/26/2023,,,,6/22/2023,
51,2,15,L,G2,AC_010,4,,,,,,,,,,,,,,,
51,2,15,L,G2,AC_010,5,,,,,,,,,,,,,,,
51,2,15,R,G1,AC_054,1,1,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
51,2,15,R,G1,AC_054,2,,,,,,,,,,,,,,,
51,2,15,R,G1,AC_054,3,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
51,2,15,R,G1,AC_054,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
51,2,15,R,G1,AC_054,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
52,2,16,L,G1,AC_010,1,,,,,,,,,,,,,,,
52,2,16,L,G1,AC_010,2,,,,,,,,,,,,,,,
52,2,16,L,G1,AC_010,3,,,,,,,,,,,,,,,
52,2,16,L,G1,AC_010,4,,,,,,,,,,,,,,,
52,2,16,L,G1,AC_010,5,,,,,,,,,,,,,,,
52,2,16,R,G2,AC_144,1,,,,,,,,,,,,,,,
52,2,16,R,G2,AC_144,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
52,2,16,R,G2,AC_144,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
52,2,16,R,G2,AC_144,4,,,,,,,,,,,,,,,
52,2,16,R,G2,AC_144,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
53,2,17,L,G2,AC_075,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
53,2,17,L,G2,AC_075,2,,,,,,,,,,,,,,,
53,2,17,L,G2,AC_075,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
53,2,17,L,G2,AC_075,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
53,2,17,L,G2,AC_075,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,2,,6/22/2023,
53,2,17,R,G1,AC_120,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
53,2,17,R,G1,AC_120,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
53,2,17,R,G1,AC_120,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
53,2,17,R,G1,AC_120,4,,,,,,,,,,,,,,,
53,2,17,R,G1,AC_120,5,,,,5/12/2023,,,,,,,,,,,
54,2,18,L,G2,AC_066,1,,,,,,,,,,,,,,,
54,2,18,L,G2,AC_066,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
54,2,18,L,G2,AC_066,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
54,2,18,L,G2,AC_066,4,,,,,,,,,,,,,,,
54,2,18,L,G2,AC_066,5,,,,,,,,,,,,,,,
54,2,18,R,G1,AC_075,1,,,,,,,,,,,,,,,
54,2,18,R,G1,AC_075,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
54,2,18,R,G1,AC_075,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
54,2,18,R,G1,AC_075,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/22/2023,
54,2,18,R,G1,AC_075,5,,,,,,,,,,,,,,,
55,2,19,L,G1,AC_056,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
55,2,19,L,G1,AC_056,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
55,2,19,L,G1,AC_056,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
55,2,19,L,G1,AC_056,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
55,2,19,L,G1,AC_056,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
55,2,19,R,G2,AC_217,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
55,2,19,R,G2,AC_217,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
55,2,19,R,G2,AC_217,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
55,2,19,R,G2,AC_217,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
55,2,19,R,G2,AC_217,5,,,,5/12/2023,,,,,,,,,,,
56,2,20,L,G1,AC_086,1,,,,,,,,,,,,,,,
56,2,20,L,G1,AC_086,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
56,2,20,L,G1,AC_086,3,,,,,,,,,,,,,,,
56,2,20,L,G1,AC_086,4,,,4/28/2023,,,,,,,,,,,,
56,2,20,L,G1,AC_086,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
56,2,20,R,G1,AC_072,1,,,,,,,,,,,,,,,
56,2,20,R,G1,AC_072,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
56,2,20,R,G1,AC_072,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
56,2,20,R,G1,AC_072,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
56,2,20,R,G1,AC_072,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
57,2,21,L,G1,AC_181,1,1,,4/28/2023,,,,,,,4/28/2023,,,,,
57,2,21,L,G1,AC_181,2,,,,,,,,,,,,,,,
57,2,21,L,G1,AC_181,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
57,2,21,L,G1,AC_181,4,,,,,,,,,,,,,,,
57,2,21,L,G1,AC_181,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
57,2,21,R,G2,AC_131,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
57,2,21,R,G2,AC_131,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
57,2,21,R,G2,AC_131,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
57,2,21,R,G2,AC_131,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
57,2,21,R,G2,AC_131,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
58,2,22,L,G1,AC_032,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
58,2,22,L,G1,AC_032,2,,,,,,,,,,,,,,,
58,2,22,L,G1,AC_032,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
58,2,22,L,G1,AC_032,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
58,2,22,L,G1,AC_032,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
58,2,22,R,G1,AC_109,1,,,,,,,,,,,,,,,
58,2,22,R,G1,AC_109,2,2,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/8/2023,
58,2,22,R,G1,AC_109,3,,4/14/2023,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
58,2,22,R,G1,AC_109,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
58,2,22,R,G1,AC_109,5,,,,,,,,,,,,,,,
59,2,23,L,G1,AC_055,1,,,,,,,,,,,,,,,
59,2,23,L,G1,AC_055,2,,,,,,,,,,,,,,,
59,2,23,L,G1,AC_055,3,3,,,5/12/2023,,,,,,,,,,6/8/2023,
59,2,23,L,G1,AC_055,4,,,,,,,,,,,,,,,
59,2,23,L,G1,AC_055,5,,,,,,,,,,,,,,,
59,2,23,R,G1,AC_154,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
59,2,23,R,G1,AC_154,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
59,2,23,R,G1,AC_154,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
59,2,23,R,G1,AC_154,4,,,,,,,,,,,,,,,
59,2,23,R,G1,AC_154,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
60,2,24,L,G2,AC_128,1,,,,,,,,,,,,,,,
60,2,24,L,G2,AC_128,2,,,,,,,,,,,,,,,
60,2,24,L,G2,AC_128,3,,,,,,,,,,,,,,,
60,2,24,L,G2,AC_128,4,,,,,,,,,,,,,,,
60,2,24,L,G2,AC_128,5,5,,,5/12/2023,,,,,,,,,,6/8/2023,
60,2,24,R,G1,AC_185,1,,,,,,,,,,,,,,,
60,2,24,R,G1,AC_185,2,,,,,,,,,,,,,,,
60,2,24,R,G1,AC_185,3,,,,,,,,,,,,,,,
60,2,24,R,G1,AC_185,4,,,,,,,,,,,,,,,
60,2,24,R,G1,AC_185,5,,,,,,,,,,,,,,,
61,2,25,L,G1,AC_154,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
61,2,25,L,G1,AC_154,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
61,2,25,L,G1,AC_154,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
61,2,25,L,G1,AC_154,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
61,2,25,L,G1,AC_154,5,,,,,,,,,,,,,,,
61,2,25,R,G1,AC_122,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
61,2,25,R,G1,AC_122,2,,,4/28/2023,,,,,,,,,,,,
61,2,25,R,G1,AC_122,3,,,,,,,,,,,,,,,
61,2,25,R,G1,AC_122,4,,,4/28/2023,,,,,,5/26/2023,,,,,,
61,2,25,R,G1,AC_122,5,,,,,,,,,,,,,,,
62,2,26,L,G1,AC_133,1,,,4/28/2023,,,,,,,,,,,,
62,2,26,L,G1,AC_133,2,,,4/28/2023,,,,,,,4/28/2023,,,,,
62,2,26,L,G1,AC_133,3,3,,4/28/2023,,,,,,,,,,,,
62,2,26,L,G1,AC_133,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
62,2,26,L,G1,AC_133,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
62,2,26,R,G1,AC_197,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
62,2,26,R,G1,AC_197,2,,,4/28/2023,5/12/2023,,6/8/2023,,,5/12/2023,,,,,,
62,2,26,R,G1,AC_197,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
62,2,26,R,G1,AC_197,4,4,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/22/2023,
62,2,26,R,G1,AC_197,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
63,2,27,L,G2,AC_058,1,,,,,,,,,,,,,,,
63,2,27,L,G2,AC_058,2,,,,,,,,,,,,,,,
63,2,27,L,G2,AC_058,3,,,,,,,,,,,,,,,
63,2,27,L,G2,AC_058,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
63,2,27,L,G2,AC_058,5,,,,5/12/2023,,,,,5/12/2023,,,,,,
63,2,27,R,G1,AC_014,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
63,2,27,R,G1,AC_014,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
63,2,27,R,G1,AC_014,3,,,,,,,,,,,,,,,
63,2,27,R,G1,AC_014,4,,,,,,,,,,,,,,,
63,2,27,R,G1,AC_014,5,5,,4/28/2023,,,,,,,,,,,6/22/2023,
64,2,28,L,G2,AC_054,1,,,,,,,,,,,,,,,
64,2,28,L,G2,AC_054,2,,,,,,,,,,,,,,,
64,2,28,L,G2,AC_054,3,,,,,,,,,,,,,,,
64,2,28,L,G2,AC_054,4,,,,,,,,,,,,,,,
64,2,28,L,G2,AC_054,5,5,,,5/12/2023,,,,,,,,,,6/8/2023,first flower date missed mature fruit found on 5-26
64,2,28,R,G2,AC_133,1,,,4/28/2023,,,,,,,4/28/2023,,,,,
64,2,28,R,G2,AC_133,2,2,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
64,2,28,R,G2,AC_133,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
64,2,28,R,G2,AC_133,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
64,2,28,R,G2,AC_133,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
65,2,29,L,G1,AC_107,1,,,,,,,,,,,,,,,
65,2,29,L,G1,AC_107,2,2,,,,,,,,,,,,,6/8/2023,"2, 3, 4 all flowered prior to 5/26 , add flowering dates ?? ! ! dg"
65,2,29,L,G1,AC_107,3,,,,,,,,,,,,,,,
65,2,29,L,G1,AC_107,4,,,,,,,,,5/26/2023,,,,,,
65,2,29,L,G1,AC_107,5,,,,,,,,,,,,,,,
